1729176123.944886,163.173.228.225,syn_ack
1729176124.04778,163.173.228.225,syn_ack
1729176124.1505122,163.173.228.225,syn_ack
1729176124.2575068,163.173.228.225,syn_ack
1729176124.3622627,163.173.228.225,syn_ack
1729176124.4639168,163.173.228.225,syn_ack
1729176124.5688121,163.173.228.225,syn_ack
1729176124.6747985,163.173.228.225,syn_ack
1729176124.775631,163.173.228.225,syn_ack
1729176124.8814209,163.173.228.225,syn_ack
1729176124.9883535,163.173.228.225,syn_ack
1729176125.0935407,163.173.228.225,syn_ack
1729176125.2173336,163.173.228.225,syn_ack
1729176125.317702,163.173.228.225,syn_ack
1729176125.4228768,163.173.228.225,syn_ack
1729176125.5265043,163.173.228.225,syn_ack
1729176125.6363125,163.173.228.225,syn_ack
1729176125.7433865,163.173.228.225,syn_ack
1729176125.849853,163.173.228.225,syn_ack
1729176125.9672852,163.173.228.225,syn_ack
1729176126.071356,163.173.228.225,syn_ack
1729176126.179394,163.173.228.225,syn_ack
1729176126.296051,163.173.228.225,syn_ack
1729176126.400582,163.173.228.225,syn_ack
1729176126.5073142,163.173.228.225,syn_ack
1729176126.6125956,163.173.228.225,syn_ack
1729176126.7192814,163.173.228.225,syn_ack
1729176126.8211532,163.173.228.225,syn_ack
1729176126.9252272,163.173.228.225,syn_ack
1729176127.03136,163.173.228.225,syn_ack
1729176127.13714,163.173.228.225,syn_ack
1729176127.237608,163.173.228.225,syn_ack
1729176127.3564723,163.173.228.225,syn_ack
1729176127.4570687,163.173.228.225,syn_ack
1729176127.5628068,163.173.228.225,syn_ack
1729176127.668261,163.173.228.225,syn_ack
1729176127.7733622,163.173.228.225,syn_ack
1729176127.8757505,163.173.228.225,syn_ack
1729176127.978363,163.173.228.225,syn_ack
1729176128.0851548,163.173.228.225,syn_ack
1729176128.1912832,163.173.228.225,syn_ack
1729176128.2947922,163.173.228.225,syn_ack
1729176128.3976188,163.173.228.225,syn_ack
1729176128.5049124,163.173.228.225,syn_ack
1729176128.611473,163.173.228.225,syn_ack
1729176128.712893,163.173.228.225,syn_ack
1729176128.8217483,163.173.228.225,syn_ack
1729176128.9294283,163.173.228.225,syn_ack
1729176129.0329733,163.173.228.225,syn_ack
1729176129.140349,163.173.228.225,syn_ack
1729176129.2474375,163.173.228.225,syn_ack
1729176129.354762,163.173.228.225,syn_ack
1729176129.4621038,163.173.228.225,syn_ack
1729176129.577044,163.173.228.225,syn_ack
1729176129.6775815,163.173.228.225,syn_ack
1729176129.7822835,163.173.228.225,syn_ack
1729176129.889135,163.173.228.225,syn_ack
1729176129.994085,163.173.228.225,syn_ack
1729176130.0947356,163.173.228.225,syn_ack
1729176130.1991777,163.173.228.225,syn_ack
1729176130.3020854,163.173.228.225,syn_ack
1729176130.4049869,163.173.228.225,syn_ack
1729176130.509931,163.173.228.225,syn_ack
1729176130.6116378,163.173.228.225,syn_ack
1729176130.7152522,163.173.228.225,syn_ack
1729176130.8167741,163.173.228.225,syn_ack
1729176130.9218922,163.173.228.225,syn_ack
1729176131.0243857,163.173.228.225,syn_ack
1729176131.1286664,163.173.228.225,syn_ack
1729176131.2332137,163.173.228.225,syn_ack
1729176131.3398125,163.173.228.225,syn_ack
1729176131.4404342,163.173.228.225,syn_ack
1729176131.5434556,163.173.228.225,syn_ack
1729176131.6460145,163.173.228.225,syn_ack
1729176131.7492776,163.173.228.225,syn_ack
1729176131.8562865,163.173.228.225,syn_ack
1729176131.9568107,163.173.228.225,syn_ack
1729176132.061379,163.173.228.225,syn_ack
1729176132.1632087,163.173.228.225,syn_ack
1729176132.2691238,163.173.228.225,syn_ack
1729176132.370183,163.173.228.225,syn_ack
1729176132.4745758,163.173.228.225,syn_ack
1729176132.58131,163.173.228.225,syn_ack
1729176132.6883566,163.173.228.225,syn_ack
1729176132.7904432,163.173.228.225,syn_ack
1729176132.8918748,163.173.228.225,syn_ack
1729176133.0014775,163.173.228.225,syn_ack
1729176133.107891,163.173.228.225,syn_ack
1729176133.209876,163.173.228.225,syn_ack
1729176133.3129423,163.173.228.225,syn_ack
1729176133.4199395,163.173.228.225,syn_ack
1729176133.5270967,163.173.228.225,syn_ack
1729176133.6282527,163.173.228.225,syn_ack
1729176133.733028,163.173.228.225,syn_ack
1729176133.8409858,163.173.228.225,syn_ack
1729176133.9484947,163.173.228.225,syn_ack
1729176134.07053,163.173.228.225,syn_ack
1729176134.1798716,163.173.228.225,syn_ack
1729176134.286867,163.173.228.225,syn_ack
1729176134.3947954,163.173.228.225,syn_ack
1729176134.4974167,163.173.228.225,syn_ack
1729176134.6025999,163.173.228.225,syn_ack
1729176134.708291,163.173.228.225,syn_ack
1729176134.8102171,163.173.228.225,syn_ack
1729176134.9180677,163.173.228.225,syn_ack
1729176135.0206172,163.173.228.225,syn_ack
1729176135.1252818,163.173.228.225,syn_ack
1729176135.2283723,163.173.228.225,syn_ack
1729176135.331621,163.173.228.225,syn_ack
1729176135.4345448,163.173.228.225,syn_ack
1729176135.5371985,163.173.228.225,syn_ack
1729176135.6407688,163.173.228.225,syn_ack
1729176135.7461116,163.173.228.225,syn_ack
1729176135.852646,163.173.228.225,syn_ack
1729176135.9601614,163.173.228.225,syn_ack
1729176136.0670943,163.173.228.225,syn_ack
1729176136.1740248,163.173.228.225,syn_ack
1729176136.2795036,163.173.228.225,syn_ack
1729176136.3869798,163.173.228.225,syn_ack
