timestamp,ip_address,attack_type
timestamp,ip_address,attack_type
1728482648.4678936,163.173.228.225,syn_ack
1728482648.5714583,163.173.228.225,syn_ack
1728482648.675401,163.173.228.225,syn_ack
1728482648.7802765,163.173.228.225,syn_ack
1728482648.8820348,163.173.228.225,syn_ack
1728482648.9857304,163.173.228.225,syn_ack
1728482649.090036,163.173.228.225,syn_ack
1728482649.1930463,163.173.228.225,syn_ack
1728482649.300602,163.173.228.225,syn_ack
1728482649.4023728,163.173.228.225,syn_ack
1728482649.5074956,163.173.228.225,syn_ack
1728482649.6117144,163.173.228.225,syn_ack
1728482649.7155058,163.173.228.225,syn_ack
1728482649.8181138,163.173.228.225,syn_ack
1728482649.9205244,163.173.228.225,syn_ack
1728482650.0248525,163.173.228.225,syn_ack
1728482650.1277018,163.173.228.225,syn_ack
1728482650.2314873,163.173.228.225,syn_ack
1728482650.3399928,163.173.228.225,syn_ack
1728482650.442796,163.173.228.225,syn_ack
1728482650.5454233,163.173.228.225,syn_ack
1728482650.6491454,163.173.228.225,syn_ack
1728482650.7516892,163.173.228.225,syn_ack
1728482650.854063,163.173.228.225,syn_ack
1728482650.9567916,163.173.228.225,syn_ack
1728482651.0582554,163.173.228.225,syn_ack
1728482651.161864,163.173.228.225,syn_ack
1728482651.2644632,163.173.228.225,syn_ack
1728482651.3683584,163.173.228.225,syn_ack
1728482651.4712956,163.173.228.225,syn_ack
1728482651.5738828,163.173.228.225,syn_ack
1728482651.675812,163.173.228.225,syn_ack
1728482651.7810757,163.173.228.225,syn_ack
1728482651.8856006,163.173.228.225,syn_ack
1728482651.9895716,163.173.228.225,syn_ack
1728482652.0940003,163.173.228.225,syn_ack
1728482652.1985285,163.173.228.225,syn_ack
timestamp,ip_address,attack_type
1728483278.0335758,163.173.228.225,syn_ack
1728483278.1362267,163.173.228.225,syn_ack
1728483278.2429,163.173.228.225,syn_ack
1728483278.3449845,163.173.228.225,syn_ack
1728483278.4473438,163.173.228.225,syn_ack
1728483278.5491908,163.173.228.225,syn_ack
1728483278.6507738,163.173.228.225,syn_ack
1728483278.75501,163.173.228.225,syn_ack
1728483278.8581686,163.173.228.225,syn_ack
1728483278.9605117,163.173.228.225,syn_ack
1728483279.062871,163.173.228.225,syn_ack
1728483279.166757,163.173.228.225,syn_ack
1728483279.2698405,163.173.228.225,syn_ack
1728483279.3723114,163.173.228.225,syn_ack
1728483279.4753585,163.173.228.225,syn_ack
1728483279.578586,163.173.228.225,syn_ack
1728483279.6806467,163.173.228.225,syn_ack
1728483279.783113,163.173.228.225,syn_ack
1728483279.8862782,163.173.228.225,syn_ack
1728483279.988291,163.173.228.225,syn_ack
1728483280.090312,163.173.228.225,syn_ack
1728483280.2009683,163.173.228.225,syn_ack
1728483280.3049324,163.173.228.225,syn_ack
1728483280.4083474,163.173.228.225,syn_ack
1728483280.5105383,163.173.228.225,syn_ack
1728483280.6144905,163.173.228.225,syn_ack
1728483280.7170453,163.173.228.225,syn_ack
1728483280.819204,163.173.228.225,syn_ack
1728483280.921689,163.173.228.225,syn_ack
1728483281.0245962,163.173.228.225,syn_ack
1728483281.1269383,163.173.228.225,syn_ack
1728483281.2300076,163.173.228.225,syn_ack
1728483281.3332753,163.173.228.225,syn_ack
1728483281.4397116,163.173.228.225,syn_ack
1728483281.5450132,163.173.228.225,syn_ack
1728483281.6475358,163.173.228.225,syn_ack
1728483281.7500324,163.173.228.225,syn_ack
1728483281.8526547,163.173.228.225,syn_ack
1728483281.9552226,163.173.228.225,syn_ack
1728483282.0596461,163.173.228.225,syn_ack
1728483282.1641831,163.173.228.225,syn_ack
1728483282.2664738,163.173.228.225,syn_ack
1728483282.3710546,163.173.228.225,syn_ack
1728483282.474524,163.173.228.225,syn_ack
1728483282.5794652,163.173.228.225,syn_ack
timestamp,ip_address,attack_type
1728483289.6241596,163.173.228.225,syn_ack
1728483289.7289264,163.173.228.225,syn_ack
1728483289.8324769,163.173.228.225,syn_ack
1728483289.9352796,163.173.228.225,syn_ack
1728483290.038132,163.173.228.225,syn_ack
1728483290.1427357,163.173.228.225,syn_ack
1728483290.245654,163.173.228.225,syn_ack
1728483290.350366,163.173.228.225,syn_ack
1728483290.4527407,163.173.228.225,syn_ack
1728483290.557855,163.173.228.225,syn_ack
1728483290.6605732,163.173.228.225,syn_ack
1728483290.7642782,163.173.228.225,syn_ack
1728483290.8687942,163.173.228.225,syn_ack
1728483290.9721591,163.173.228.225,syn_ack
1728483291.077117,163.173.228.225,syn_ack
1728483291.1798062,163.173.228.225,syn_ack
timestamp,ip_address,attack_type
1728483396.7876446,163.173.228.225,syn_ack
1728483396.8912435,163.173.228.225,syn_ack
1728483396.9961104,163.173.228.225,syn_ack
1728483397.0996542,163.173.228.225,syn_ack
1728483397.202983,163.173.228.225,syn_ack
1728483397.3076441,163.173.228.225,syn_ack
1728483397.4121454,163.173.228.225,syn_ack
1728483397.5142472,163.173.228.225,syn_ack
1728483397.61679,163.173.228.225,syn_ack
1728483397.7220771,163.173.228.225,syn_ack
1728483397.8267066,163.173.228.225,syn_ack
1728483397.928749,163.173.228.225,syn_ack
1728483398.032674,163.173.228.225,syn_ack
1728483398.160492,163.173.228.225,syn_ack
1728483398.2640774,163.173.228.225,syn_ack
1728483398.3653271,163.173.228.225,syn_ack
1728483398.471016,163.173.228.225,syn_ack
1728483398.5746956,163.173.228.225,syn_ack
1728483398.6780593,163.173.228.225,syn_ack
